Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Djibouti,Africa,2003,74.70 ,93.60 ,317.18 ,0.52 ,88.00 ,82.00 ,23.60 ,68.00 ,68.00 ,1.16 ,819.00 ,0.76 ,6.10 ,5.90 ,3.50 ,0.00 ,1.00 ,57.40 
Djibouti,Africa,2004,72.90 ,91.10 ,311.14 ,0.51 ,88.00 ,82.00 ,23.70 ,64.00 ,64.00 ,0.85 ,863.00 ,0.77 ,6.00 ,5.90 ,3.60 ,0.00 ,1.00 ,57.70 
Djibouti,Africa,2006,69.40 ,86.10 ,299.04 ,1.03 ,88.00 ,82.00 ,23.70 ,72.00 ,72.00 ,0.62 ,968.00 ,0.79 ,5.80 ,5.70 ,3.80 ,0.00 ,1.00 ,58.30 
Djibouti,Africa,2013,57.80 ,70.10 ,256.19 ,0.36 ,82.00 ,82.00 ,23.90 ,82.00 ,82.00 ,0.29 ,2384.00 ,0.88 ,5.60 ,5.40 ,4.00 ,0.00 ,1.00 ,62.20 
Djibouti,Africa,2010,62.50 ,76.60 ,272.24 ,0.48 ,88.00 ,82.00 ,23.90 ,88.00 ,88.00 ,0.43 ,1343.00 ,0.84 ,5.60 ,5.60 ,4.00 ,0.00 ,1.00 ,60.10 
Djibouti,Africa,2008,65.90 ,81.20 ,286.08 ,0.49 ,88.00 ,82.00 ,23.80 ,89.00 ,89.00 ,0.50 ,1224.00 ,0.82 ,5.70 ,5.60 ,3.90 ,0.00 ,1.00 ,59.10 
Djibouti,Africa,2012,59.30 ,72.20 ,258.41 ,0.41 ,81.00 ,82.00 ,23.90 ,81.00 ,81.00 ,0.36 ,1559.00 ,0.87 ,5.60 ,5.50 ,4.00 ,0.00 ,1.00 ,61.40 
Djibouti,Africa,2014,56.20 ,68.00 ,253.97 ,0.32 ,78.00 ,82.00 ,24.00 ,78.00 ,78.00 ,0.25 ,2509.00 ,0.90 ,5.60 ,5.40 ,4.10 ,0.00 ,1.00 ,63.20 
Djibouti,Africa,2007,67.60 ,83.60 ,292.99 ,0.45 ,88.00 ,82.00 ,23.80 ,88.00 ,88.00 ,0.55 ,1053.00 ,0.81 ,5.80 ,5.70 ,3.90 ,0.00 ,1.00 ,58.70 
Djibouti,Africa,2015,54.60 ,65.80 ,251.75 ,0.32 ,84.00 ,82.00 ,24.00 ,84.00 ,84.00 ,0.22 ,2653.00 ,0.91 ,5.60 ,5.40 ,4.10 ,0.00 ,1.00 ,64.10 
Dominican Republic,Central America and Caribbean,2008,29.10 ,35.50 ,173.05 ,5.91 ,81.00 ,83.00 ,25.70 ,86.00 ,82.00 ,0.59 ,5410.00 ,9.46 ,3.40 ,3.30 ,7.20 ,0.00 ,1.00 ,71.60 
Dominican Republic,Central America and Caribbean,2014,28.80 ,35.00 ,163.01 ,5.23 ,89.00 ,83.00 ,26.30 ,90.00 ,91.00 ,0.40 ,6547.00 ,10.17 ,3.30 ,3.20 ,7.80 ,0.00 ,1.00 ,73.00 
Dominican Republic,Central America and Caribbean,2013,28.80 ,35.00 ,164.41 ,5.41 ,80.00 ,83.00 ,26.20 ,82.00 ,83.00 ,0.43 ,6187.00 ,10.05 ,3.30 ,3.20 ,7.60 ,0.00 ,1.00 ,72.80 
Dominican Republic,Central America and Caribbean,2001,31.70 ,39.00 ,185.73 ,6.36 ,66.00 ,83.00 ,25.00 ,71.00 ,72.00 ,0.94 ,4249.00 ,8.60 ,3.80 ,3.60 ,6.50 ,0.00 ,1.00 ,69.70 
Dominican Republic,Central America and Caribbean,2003,30.60 ,37.40 ,182.58 ,6.53 ,79.00 ,83.00 ,25.20 ,65.00 ,79.00 ,0.85 ,4256.00 ,8.85 ,3.60 ,3.50 ,6.80 ,0.00 ,1.00 ,70.20 
Dominican Republic,Central America and Caribbean,2015,28.80 ,35.00 ,161.62 ,5.39 ,81.00 ,83.00 ,26.40 ,87.00 ,85.00 ,0.38 ,6922.00 ,10.28 ,3.30 ,3.20 ,7.80 ,0.00 ,1.00 ,73.20 
Dominican Republic,Central America and Caribbean,2012,28.80 ,35.00 ,165.81 ,5.49 ,74.00 ,83.00 ,26.10 ,85.00 ,85.00 ,0.46 ,5969.00 ,9.93 ,3.30 ,3.20 ,7.50 ,0.00 ,1.00 ,72.50 
Dominican Republic,Central America and Caribbean,2011,28.80 ,35.00 ,167.62 ,5.47 ,80.00 ,83.00 ,26.00 ,84.00 ,84.00 ,0.49 ,5881.00 ,9.81 ,3.30 ,3.20 ,7.40 ,0.00 ,1.00 ,72.30 
Dominican Republic,Central America and Caribbean,2000,32.40 ,40.00 ,186.95 ,6.72 ,68.00 ,83.00 ,24.90 ,71.00 ,78.00 ,1.02 ,4209.00 ,8.47 ,3.80 ,3.70 ,6.40 ,0.00 ,1.00 ,69.40 
Dominican Republic,Central America and Caribbean,2009,29.00 ,35.30 ,171.24 ,5.63 ,80.00 ,83.00 ,25.80 ,85.00 ,82.00 ,0.55 ,5393.00 ,9.58 ,3.40 ,3.30 ,7.20 ,0.00 ,1.00 ,71.80 
Dominican Republic,Central America and Caribbean,2005,29.80 ,36.40 ,178.72 ,5.75 ,87.00 ,83.00 ,25.40 ,86.00 ,87.00 ,0.74 ,4647.00 ,9.10 ,3.50 ,3.40 ,7.00 ,0.00 ,1.00 ,70.80 
Dominican Republic,Central America and Caribbean,2002,31.10 ,38.10 ,184.51 ,6.65 ,63.00 ,83.00 ,25.10 ,74.00 ,82.00 ,0.88 ,4376.00 ,8.72 ,3.70 ,3.60 ,6.70 ,0.00 ,1.00 ,70.00 
Dominican Republic,Central America and Caribbean,2007,29.30 ,35.70 ,174.86 ,5.92 ,81.00 ,83.00 ,25.60 ,86.00 ,85.00 ,0.65 ,5309.00 ,9.34 ,3.40 ,3.40 ,7.20 ,0.00 ,1.00 ,71.30 
Dominican Republic,Central America and Caribbean,2006,29.50 ,36.00 ,176.79 ,5.84 ,84.00 ,83.00 ,25.50 ,88.00 ,89.00 ,0.70 ,5007.00 ,9.22 ,3.50 ,3.40 ,7.10 ,0.00 ,1.00 ,71.00 
Dominican Republic,Central America and Caribbean,2004,30.10 ,36.90 ,180.65 ,5.31 ,82.00 ,83.00 ,25.30 ,66.00 ,79.00 ,0.79 ,4305.00 ,8.97 ,3.60 ,3.50 ,6.90 ,0.00 ,1.00 ,70.50 
Dominican Republic,Central America and Caribbean,2010,28.90 ,35.10 ,169.43 ,5.54 ,83.00 ,83.00 ,25.90 ,85.00 ,88.00 ,0.53 ,5772.00 ,9.70 ,3.30 ,3.30 ,7.30 ,0.00 ,1.00 ,72.00 
Ecuador,South America,2013,14.30 ,16.60 ,127.58 ,3.78 ,87.00 ,70.00 ,26.90 ,87.00 ,87.00 ,0.16 ,6084.00 ,15.71 ,1.30 ,1.10 ,8.30 ,0.00 ,1.00 ,75.70 
Ecuador,South America,2002,22.40 ,26.60 ,154.99 ,3.98 ,75.00 ,95.00 ,25.50 ,88.00 ,88.00 ,0.21 ,4397.00 ,13.14 ,1.50 ,1.40 ,7.10 ,0.00 ,1.00 ,73.40 
Ecuador,South America,2004,20.70 ,24.40 ,149.13 ,4.09 ,88.00 ,95.00 ,25.80 ,90.00 ,88.00 ,0.20 ,4725.00 ,13.60 ,1.50 ,1.30 ,7.20 ,0.00 ,1.00 ,73.90 
Ecuador,South America,2011,15.60 ,18.10 ,131.60 ,3.99 ,88.00 ,92.00 ,26.60 ,85.00 ,88.00 ,0.16 ,5655.00 ,15.24 ,1.30 ,1.20 ,8.00 ,0.00 ,1.00 ,75.30 
Ecuador,South America,2007,18.50 ,21.70 ,140.35 ,3.99 ,94.00 ,95.00 ,26.10 ,95.00 ,96.00 ,0.17 ,5048.00 ,14.30 ,1.40 ,1.30 ,7.30 ,0.00 ,1.00 ,74.50 
Ecuador,South America,2010,16.30 ,19.00 ,133.79 ,3.97 ,90.00 ,91.00 ,26.50 ,88.00 ,91.00 ,0.16 ,5324.00 ,15.01 ,1.30 ,1.20 ,7.90 ,0.00 ,1.00 ,75.10 
Ecuador,South America,2006,19.20 ,22.60 ,143.28 ,3.88 ,96.00 ,96.00 ,26.00 ,92.00 ,96.00 ,0.18 ,5023.00 ,14.06 ,1.40 ,1.30 ,7.30 ,0.00 ,1.00 ,74.30 
Ecuador,South America,2005,19.90 ,23.50 ,146.20 ,3.90 ,92.00 ,95.00 ,25.90 ,89.00 ,92.00 ,0.18 ,4893.00 ,13.83 ,1.40 ,1.30 ,7.30 ,0.00 ,1.00 ,74.10 
Ecuador,South America,2001,23.40 ,28.00 ,156.51 ,4.19 ,69.00 ,95.00 ,25.40 ,90.00 ,89.00 ,0.22 ,4299.00 ,12.91 ,1.60 ,1.50 ,7.00 ,0.00 ,1.00 ,73.10 
Ecuador,South America,2008,17.70 ,20.80 ,138.16 ,4.12 ,93.00 ,94.00 ,26.20 ,94.00 ,96.00 ,0.17 ,5281.00 ,14.54 ,1.30 ,1.20 ,7.90 ,0.00 ,1.00 ,74.70 
Ecuador,South America,2003,21.50 ,25.40 ,152.06 ,4.04 ,82.00 ,95.00 ,25.70 ,97.00 ,87.00 ,0.20 ,4441.00 ,13.37 ,1.50 ,1.40 ,7.10 ,0.00 ,1.00 ,73.60 
Ecuador,South America,2009,17.00 ,19.90 ,135.98 ,4.20 ,91.00 ,99.00 ,26.40 ,91.00 ,94.00 ,0.16 ,5225.00 ,14.77 ,1.30 ,1.20 ,7.90 ,0.00 ,1.00 ,74.90 
Ecuador,South America,2015,13.20 ,15.40 ,123.91 ,3.69 ,78.00 ,76.00 ,27.10 ,84.00 ,78.00 ,0.16 ,6124.00 ,16.21 ,1.20 ,1.10 ,8.40 ,0.00 ,1.00 ,76.10 
Ecuador,South America,2000,24.70 ,29.50 ,158.03 ,4.01 ,36.00 ,95.00 ,25.30 ,83.00 ,87.00 ,0.23 ,4209.00 ,12.68 ,1.60 ,1.50 ,7.00 ,0.00 ,1.00 ,72.80 
Ecuador,South America,2012,14.90 ,17.30 ,129.41 ,3.92 ,88.00 ,81.00 ,26.70 ,85.00 ,87.00 ,0.15 ,5885.00 ,15.47 ,1.30 ,1.20 ,8.10 ,0.00 ,1.00 ,75.50 
Ecuador,South America,2014,13.70 ,15.90 ,125.74 ,3.81 ,83.00 ,59.00 ,27.00 ,84.00 ,83.00 ,0.16 ,6218.00 ,15.95 ,1.20 ,1.10 ,8.50 ,0.00 ,1.00 ,75.90 
"Egypt, Arab Rep.",Africa,2001,35.20 ,43.90 ,174.90 ,0.13 ,99.00 ,64.00 ,27.80 ,99.00 ,99.00 ,0.13 ,2652.00 ,70.15 ,3.50 ,3.40 ,4.90 ,0.00 ,1.00 ,68.80 
"Egypt, Arab Rep.",Africa,2004,30.60 ,37.50 ,171.35 ,0.14 ,97.00 ,64.00 ,28.10 ,97.00 ,97.00 ,0.13 ,2759.00 ,74.17 ,3.30 ,3.20 ,5.40 ,0.00 ,1.00 ,69.30 
"Egypt, Arab Rep.",Africa,2011,23.10 ,27.50 ,157.82 ,0.19 ,96.00 ,64.00 ,28.90 ,96.00 ,96.00 ,0.13 ,3473.00 ,84.53 ,2.90 ,2.90 ,6.70 ,0.00 ,1.00 ,70.50 
"Egypt, Arab Rep.",Africa,2005,29.30 ,35.70 ,170.10 ,0.15 ,98.00 ,64.00 ,28.20 ,98.00 ,98.00 ,0.13 ,2830.00 ,75.52 ,3.20 ,3.20 ,5.60 ,0.00 ,1.00 ,69.40 
"Egypt, Arab Rep.",Africa,2000,37.10 ,46.60 ,175.92 ,0.14 ,98.00 ,64.00 ,27.60 ,98.00 ,98.00 ,0.13 ,2610.00 ,68.83 ,3.60 ,3.50 ,4.80 ,0.00 ,1.00 ,68.60 
"Egypt, Arab Rep.",Africa,2009,25.00 ,29.90 ,162.70 ,0.19 ,97.00 ,64.00 ,28.70 ,97.00 ,97.00 ,0.13 ,3381.00 ,81.13 ,3.00 ,3.00 ,6.40 ,0.00 ,1.00 ,70.20 
"Egypt, Arab Rep.",Africa,2007,27.10 ,32.70 ,167.58 ,0.19 ,98.00 ,64.00 ,28.40 ,98.00 ,98.00 ,0.13 ,3126.00 ,78.23 ,3.10 ,3.10 ,6.00 ,0.00 ,1.00 ,69.80 
"Egypt, Arab Rep.",Africa,2012,22.20 ,26.30 ,155.38 ,0.19 ,93.00 ,64.00 ,29.10 ,93.00 ,93.00 ,0.13 ,3472.00 ,86.42 ,2.90 ,2.80 ,6.80 ,0.00 ,1.00 ,70.70 
"Egypt, Arab Rep.",Africa,2010,24.00 ,28.70 ,160.26 ,0.21 ,97.00 ,64.00 ,28.80 ,97.00 ,97.00 ,0.13 ,3485.00 ,82.76 ,3.00 ,2.90 ,6.50 ,0.00 ,1.00 ,70.30 
"Egypt, Arab Rep.",Africa,2008,26.00 ,31.30 ,165.14 ,0.21 ,97.00 ,64.00 ,28.60 ,97.00 ,97.00 ,0.13 ,3291.00 ,79.64 ,3.10 ,3.00 ,6.20 ,0.00 ,1.00 ,70.00 
"Egypt, Arab Rep.",Africa,2003,32.00 ,39.40 ,172.61 ,0.14 ,98.00 ,64.00 ,28.00 ,98.00 ,98.00 ,0.13 ,2699.00 ,72.83 ,3.30 ,3.30 ,5.30 ,0.00 ,1.00 ,69.10 
"Egypt, Arab Rep.",Africa,2006,28.20 ,34.20 ,168.84 ,0.17 ,98.00 ,64.00 ,28.30 ,98.00 ,98.00 ,0.13 ,2971.00 ,76.87 ,3.20 ,3.10 ,5.80 ,0.00 ,1.00 ,69.60 
"Egypt, Arab Rep.",Africa,2015,19.80 ,23.30 ,149.53 ,0.18 ,93.00 ,64.00 ,29.50 ,93.00 ,93.00 ,0.13 ,3563.00 ,92.44 ,2.80 ,2.80 ,7.10 ,0.00 ,1.00 ,71.30 
"Egypt, Arab Rep.",Africa,2014,20.50 ,24.30 ,151.48 ,0.19 ,94.00 ,64.00 ,29.30 ,94.00 ,94.00 ,0.13 ,3490.00 ,90.42 ,2.80 ,2.80 ,7.00 ,0.00 ,1.00 ,71.10 
"Egypt, Arab Rep.",Africa,2002,33.50 ,41.50 ,173.87 ,0.14 ,97.00 ,64.00 ,27.90 ,97.00 ,97.00 ,0.13 ,2665.00 ,71.49 ,3.40 ,3.40 ,5.10 ,0.00 ,1.00 ,69.00 
"Egypt, Arab Rep.",Africa,2013,21.30 ,25.30 ,153.43 ,0.19 ,97.00 ,64.00 ,29.20 ,97.00 ,97.00 ,0.13 ,3468.00 ,88.40 ,2.90 ,2.80 ,6.90 ,0.00 ,1.00 ,70.90 
El Salvador,Central America and Caribbean,2013,14.40 ,16.80 ,187.43 ,2.35 ,92.00 ,85.00 ,27.40 ,92.00 ,92.00 ,0.19 ,3591.00 ,6.27 ,1.60 ,1.60 ,6.60 ,0.00 ,1.00 ,71.90 
El Salvador,Central America and Caribbean,2007,19.20 ,22.60 ,203.49 ,2.73 ,99.00 ,86.00 ,26.80 ,99.00 ,99.00 ,0.27 ,3308.00 ,6.11 ,1.80 ,1.70 ,5.80 ,0.00 ,1.00 ,70.50 
El Salvador,Central America and Caribbean,2000,27.40 ,33.20 ,220.13 ,2.65 ,99.00 ,79.00 ,26.00 ,98.00 ,99.00 ,0.41 ,2993.00 ,5.89 ,2.10 ,2.00 ,5.20 ,0.00 ,1.00 ,68.90 
El Salvador,Central America and Caribbean,2003,23.50 ,28.10 ,213.59 ,2.91 ,94.00 ,77.00 ,26.40 ,93.00 ,94.00 ,0.35 ,3060.00 ,5.99 ,2.00 ,1.90 ,5.70 ,0.00 ,1.00 ,69.70 
El Salvador,Central America and Caribbean,2011,15.80 ,18.50 ,192.75 ,2.31 ,89.00 ,81.00 ,27.20 ,90.00 ,89.00 ,0.21 ,3447.00 ,6.21 ,1.70 ,1.60 ,6.50 ,0.00 ,1.00 ,71.40 
El Salvador,Central America and Caribbean,2015,13.30 ,15.50 ,182.16 ,2.54 ,91.00 ,88.00 ,27.60 ,92.00 ,91.00 ,0.18 ,3706.00 ,6.33 ,1.60 ,1.50 ,6.60 ,0.00 ,1.00 ,72.40 
El Salvador,Central America and Caribbean,2010,16.60 ,19.40 ,195.44 ,2.30 ,89.00 ,78.00 ,27.10 ,89.00 ,89.00 ,0.22 ,3335.00 ,6.18 ,1.70 ,1.60 ,7.10 ,0.00 ,1.00 ,71.20 
El Salvador,Central America and Caribbean,2001,26.00 ,31.30 ,218.12 ,2.76 ,75.00 ,79.00 ,26.10 ,94.00 ,92.00 ,0.39 ,2999.00 ,5.93 ,2.10 ,2.00 ,5.30 ,0.00 ,1.00 ,69.20 
El Salvador,Central America and Caribbean,2006,20.20 ,23.80 ,206.02 ,2.67 ,96.00 ,89.00 ,26.70 ,96.00 ,96.00 ,0.28 ,3262.00 ,6.08 ,1.80 ,1.70 ,6.40 ,0.00 ,1.00 ,70.30 
El Salvador,Central America and Caribbean,2002,24.70 ,29.60 ,216.12 ,2.85 ,81.00 ,81.00 ,26.20 ,81.00 ,81.00 ,0.37 ,3029.00 ,5.96 ,2.00 ,1.90 ,5.50 ,0.00 ,1.00 ,69.40 
El Salvador,Central America and Caribbean,2012,15.10 ,17.60 ,190.07 ,2.41 ,92.00 ,95.00 ,27.30 ,93.00 ,92.00 ,0.20 ,3529.00 ,6.24 ,1.60 ,1.60 ,6.70 ,0.00 ,1.00 ,71.70 
El Salvador,Central America and Caribbean,2014,13.80 ,16.10 ,184.80 ,2.45 ,93.00 ,85.00 ,27.50 ,93.00 ,94.00 ,0.19 ,3636.00 ,6.30 ,1.60 ,1.60 ,6.50 ,0.00 ,1.00 ,72.20 
El Salvador,Central America and Caribbean,2008,18.30 ,21.40 ,200.81 ,2.59 ,98.00 ,79.00 ,26.90 ,98.00 ,98.00 ,0.25 ,3364.00 ,6.13 ,1.80 ,1.70 ,6.40 ,0.00 ,1.00 ,70.80 
El Salvador,Central America and Caribbean,2004,22.40 ,26.60 ,211.07 ,2.78 ,90.00 ,80.00 ,26.50 ,90.00 ,90.00 ,0.32 ,3072.00 ,6.02 ,1.90 ,1.80 ,5.80 ,0.00 ,1.00 ,69.90 
El Salvador,Central America and Caribbean,2005,21.20 ,25.10 ,208.54 ,2.68 ,89.00 ,85.00 ,26.60 ,89.00 ,89.00 ,0.30 ,3140.00 ,6.05 ,1.90 ,1.80 ,6.00 ,0.00 ,1.00 ,70.10 
El Salvador,Central America and Caribbean,2009,17.40 ,20.40 ,198.12 ,2.48 ,91.00 ,82.00 ,27.00 ,91.00 ,91.00 ,0.24 ,3280.00 ,6.16 ,1.70 ,1.60 ,6.50 ,0.00 ,1.00 ,71.00 
Equatorial Guinea,Africa,2003,99.00 ,142.80 ,332.35 ,7.87 ,46.00 ,64.00 ,22.90 ,47.00 ,37.00 ,3.69 ,8745.00 ,0.69 ,1.20 ,1.10 ,5.40 ,0.00 ,1.00 ,54.10 
Equatorial Guinea,Africa,2011,76.70 ,107.40 ,327.42 ,9.38 ,46.00 ,64.00 ,23.60 ,60.00 ,41.00 ,4.58 ,14099.00 ,0.99 ,8.90 ,8.80 ,5.50 ,0.00 ,1.00 ,55.90 
Equatorial Guinea,Africa,2012,74.30 ,103.60 ,325.05 ,9.79 ,46.00 ,64.00 ,23.70 ,58.00 ,24.00 ,4.63 ,14614.00 ,1.03 ,8.70 ,8.70 ,5.50 ,0.00 ,1.00 ,56.30 
Equatorial Guinea,Africa,2006,90.30 ,129.00 ,335.76 ,8.70 ,46.00 ,64.00 ,23.20 ,53.00 ,40.00 ,4.02 ,13283.00 ,0.78 ,9.70 ,9.60 ,5.40 ,0.00 ,1.00 ,54.60 
Equatorial Guinea,Africa,2004,96.10 ,138.20 ,333.48 ,8.11 ,46.00 ,64.00 ,23.00 ,49.00 ,38.00 ,3.86 ,11559.00 ,0.72 ,1.00 ,1.00 ,5.40 ,0.00 ,1.00 ,54.30 
Equatorial Guinea,Africa,2001,104.40 ,151.40 ,332.22 ,6.79 ,46.00 ,64.00 ,22.70 ,43.00 ,35.00 ,3.44 ,6983.00 ,0.63 ,1.60 ,1.40 ,5.40 ,0.00 ,1.00 ,53.60 
Equatorial Guinea,Africa,2009,81.70 ,115.30 ,332.15 ,7.20 ,46.00 ,64.00 ,23.40 ,59.00 ,43.00 ,4.39 ,15906.00 ,0.90 ,9.20 ,9.20 ,5.50 ,0.00 ,1.00 ,55.30 
Equatorial Guinea,Africa,2007,87.40 ,124.40 ,336.89 ,8.31 ,46.00 ,64.00 ,23.30 ,55.00 ,41.00 ,4.21 ,14620.00 ,0.82 ,9.50 ,9.50 ,5.40 ,0.00 ,1.00 ,54.80 
Equatorial Guinea,Africa,2013,72.10 ,100.20 ,326.30 ,8.95 ,46.00 ,64.00 ,23.80 ,57.00 ,30.00 ,4.43 ,13422.00 ,1.08 ,8.60 ,8.60 ,5.50 ,0.00 ,1.00 ,56.60 
Equatorial Guinea,Africa,2015,67.60 ,93.20 ,328.80 ,8.11 ,40.00 ,64.00 ,23.90 ,37.00 ,16.00 ,4.20 ,11283.00 ,1.17 ,8.40 ,8.30 ,5.50 ,0.00 ,1.00 ,57.40 
Equatorial Guinea,Africa,2000,107.10 ,155.70 ,333.22 ,6.70 ,46.00 ,64.00 ,22.60 ,41.00 ,34.00 ,3.27 ,4454.00 ,0.61 ,1.70 ,1.60 ,5.40 ,0.00 ,1.00 ,53.30 
Equatorial Guinea,Africa,2008,84.50 ,119.70 ,334.52 ,7.71 ,46.00 ,64.00 ,23.40 ,57.00 ,42.00 ,4.23 ,16439.00 ,0.86 ,9.30 ,9.30 ,5.40 ,0.00 ,1.00 ,55.10 
Equatorial Guinea,Africa,2014,69.90 ,96.80 ,327.55 ,8.64 ,53.00 ,64.00 ,23.90 ,55.00 ,20.00 ,4.04 ,12927.00 ,1.12 ,8.50 ,8.40 ,5.50 ,0.00 ,1.00 ,57.00 
Equatorial Guinea,Africa,2010,79.10 ,111.20 ,329.78 ,8.96 ,46.00 ,64.00 ,23.50 ,61.00 ,44.00 ,4.42 ,13841.00 ,0.94 ,9.00 ,9.00 ,5.50 ,0.00 ,1.00 ,55.60 
Equatorial Guinea,Africa,2002,101.70 ,147.10 ,331.21 ,7.12 ,46.00 ,64.00 ,22.80 ,45.00 ,36.00 ,3.61 ,8004.00 ,0.66 ,1.40 ,1.30 ,5.40 ,0.00 ,1.00 ,53.80 
Equatorial Guinea,Africa,2005,93.20 ,133.50 ,334.62 ,7.82 ,46.00 ,64.00 ,23.10 ,51.00 ,39.00 ,4.01 ,12908.00 ,0.75 ,9.80 ,9.80 ,5.40 ,0.00 ,1.00 ,54.40 
Eritrea,Africa,2012,36.80 ,51.20 ,274.03 ,1.03 ,94.00 ,88.00 ,20.60 ,94.00 ,94.00 ,0.18 ,699.00 ,3.28 ,8.70 ,8.60 ,3.90 ,0.00 ,1.00 ,63.20 
Eritrea,Africa,2005,46.10 ,67.50 ,336.29 ,1.18 ,96.00 ,88.00 ,20.40 ,96.00 ,96.00 ,0.38 ,762.00 ,2.83 ,9.40 ,9.50 ,3.70 ,0.00 ,1.00 ,58.70 
Eritrea,Africa,2015,34.00 ,46.30 ,255.78 ,1.03 ,95.00 ,88.00 ,20.70 ,95.00 ,95.00 ,0.10 ,9011.00 ,0.35 ,8.40 ,8.20 ,3.90 ,0.00 ,1.00 ,64.70 
Eritrea,Africa,2000,56.10 ,85.20 ,370.46 ,0.88 ,87.00 ,88.00 ,20.10 ,82.00 ,81.00 ,0.70 ,828.00 ,2.29 ,1.20 ,1.10 ,3.70 ,0.00 ,1.00 ,55.30 
Eritrea,Africa,2006,44.50 ,64.60 ,324.35 ,1.29 ,94.00 ,88.00 ,20.40 ,94.00 ,94.00 ,0.35 ,731.00 ,2.92 ,9.30 ,9.30 ,3.70 ,0.00 ,1.00 ,59.50 
Eritrea,Africa,2014,34.90 ,47.90 ,261.86 ,1.03 ,94.00 ,88.00 ,20.60 ,94.00 ,94.00 ,0.13 ,828.00 ,3.41 ,8.50 ,8.30 ,3.90 ,0.00 ,1.00 ,64.20 
Eritrea,Africa,2008,41.50 ,59.40 ,304.73 ,0.66 ,94.00 ,88.00 ,20.50 ,95.00 ,94.00 ,0.29 ,638.00 ,3.06 ,9.10 ,9.10 ,3.80 ,0.00 ,1.00 ,61.00 
Eritrea,Africa,2007,43.00 ,61.90 ,312.40 ,1.75 ,91.00 ,88.00 ,20.40 ,95.00 ,91.00 ,0.30 ,722.00 ,3.00 ,9.20 ,9.20 ,3.80 ,0.00 ,1.00 ,60.20 
Eritrea,Africa,2002,51.60 ,77.30 ,372.13 ,0.89 ,86.00 ,88.00 ,20.20 ,92.00 ,90.00 ,0.51 ,857.00 ,2.48 ,9.90 ,9.90 ,3.70 ,0.00 ,1.00 ,56.50 
Eritrea,Africa,2003,49.60 ,73.80 ,360.18 ,0.62 ,91.00 ,88.00 ,20.30 ,95.00 ,93.00 ,0.47 ,796.00 ,2.60 ,9.70 ,9.70 ,3.70 ,0.00 ,1.00 ,57.20 
Eritrea,Africa,2001,53.80 ,81.10 ,371.29 ,0.67 ,87.00 ,88.00 ,20.20 ,89.00 ,86.00 ,0.59 ,870.00 ,2.37 ,1.00 ,1.00 ,3.70 ,0.00 ,1.00 ,55.90 
Eritrea,Africa,2010,39.00 ,55.10 ,289.38 ,1.13 ,95.00 ,88.00 ,20.50 ,95.00 ,90.00 ,0.25 ,654.00 ,3.17 ,8.90 ,8.80 ,3.90 ,0.00 ,1.00 ,62.20 
Eritrea,Africa,2013,35.80 ,49.50 ,267.95 ,1.03 ,94.00 ,88.00 ,20.60 ,94.00 ,94.00 ,0.16 ,761.00 ,3.34 ,8.60 ,8.40 ,3.90 ,0.00 ,1.00 ,63.70 
Eritrea,Africa,2011,37.90 ,53.10 ,281.70 ,1.19 ,96.00 ,88.00 ,20.60 ,94.00 ,96.00 ,0.22 ,701.00 ,3.21 ,8.80 ,8.70 ,3.90 ,0.00 ,1.00 ,62.70 
Eritrea,Africa,2004,47.80 ,70.50 ,348.24 ,0.72 ,84.00 ,88.00 ,20.30 ,98.00 ,98.00 ,0.43 ,772.00 ,2.72 ,9.60 ,9.60 ,3.70 ,0.00 ,1.00 ,57.90 
Eritrea,Africa,2009,40.20 ,57.10 ,297.05 ,0.85 ,92.00 ,88.00 ,20.50 ,95.00 ,92.00 ,0.28 ,650.00 ,3.12 ,9.00 ,8.90 ,3.80 ,0.00 ,1.00 ,61.60 
Estonia,European Union,2004,6.20 ,7.80 ,194.10 ,15.52 ,90.00 ,97.00 ,25.80 ,95.00 ,94.00 ,0.08 ,13283.00 ,1.36 ,2.20 ,2.30 ,12.00 ,1.00 ,0.00 ,71.90 
Estonia,European Union,2005,5.70 ,7.20 ,186.75 ,16.58 ,95.00 ,98.00 ,25.80 ,96.00 ,96.00 ,0.08 ,14631.00 ,1.35 ,2.10 ,2.20 ,12.10 ,1.00 ,0.00 ,72.60 
Estonia,European Union,2000,8.70 ,10.90 ,213.04 ,9.03 ,93.00 ,89.00 ,25.40 ,93.00 ,93.00 ,0.08 ,9960.00 ,1.40 ,2.50 ,2.50 ,11.70 ,1.00 ,0.00 ,70.40 
Estonia,European Union,2009,4.00 ,5.00 ,153.36 ,14.66 ,95.00 ,96.00 ,26.10 ,95.00 ,95.00 ,0.08 ,14205.00 ,1.33 ,2.00 ,2.00 ,12.40 ,1.00 ,0.00 ,74.80 
Estonia,European Union,2007,4.70 ,6.00 ,184.64 ,17.47 ,95.00 ,96.00 ,26.00 ,95.00 ,95.00 ,0.08 ,17459.00 ,1.34 ,2.00 ,2.10 ,12.20 ,1.00 ,0.00 ,72.80 
